author,gender,pseudonym,title,title_en,subtitle,sep_edition,source,city,year_begin,genre,characters,narration,file_name,main_genre,general_genre,POS_title,title_length,canon_status,genre1,genre2,genre3,genre4,genre5
"Тургенев, Иван Сергеевич",мужской,0,Отцы и дети,Fathers and Sons,Сочинение Ив. Тургенева,0,Русский вестник,,1862,общественно-политический роман,нигилист,3 лицо,turgenev_i_otzy_i_deti_1862.xml,политический,социальный,NOUN CONJ NOUN,3,1,социально-психологический,идеологический,философский,,
"Тургенев, Иван Сергеевич",мужской,0,Дым,Smoke,Повесть,0,Русский вестник,,1867,общественно-политический роман,дворяне,3 лицо,turgenev_i_dym_1867.xml,политический,социальный,NOUN,1,1,социально-психологический,политический,идеологический,любовный,
"Тургенев, Иван Сергеевич",мужской,0,Новь,Virgin Soil,Рома в двух частях,0,Вестник Европы,,1877,исторический,разночинцы,3 лицо,turgenev_i_nov_1877.xml,исторический,исторический,NOUN,1,1,социально-психологический,политический,идеологический,,
"Тхоржевский, Корнелий Владиславович",мужской,0,Тенета,The Snare,Роман,0,Гражданин,,1884,,,,,,,NOUN,1,0,,,,,
"Тхоржевский, Корнелий Владиславович",мужской,0,В боевых трудах и на покое,In Battle Labours and at Rest,,0,Разведчик,,1895,,,3 лицо,,,,PREP NOUN NOUN CONJ PREP NOUN,6,0,,,,,
"Тыркова, Ариандна Владимировна",женский,0,Ночью,By Night,Повесть,0,Русская мысль,,1910,,,,,,,ADVB,1,0,,,,,
"Тыркова, Ариандна Владимировна",женский,0,Жизненный путь,The Path of Life,Роман,0,Вестник Европы,,1913,,,3 лицо,,,,ADJF NOUN,2,0,,,,,
"Тыркова, Ариандна Владимировна",женский,0,Добыча,The Prey,Роман,0,Русская мысль,,1917,,,3 лицо,,,,NOUN,1,0,,,,,
"Тютчев, Федор Федорович",мужской,0,Кто прав?,Who Is Right?,роман,1,Отд. изд.,Санкт-Петербург,1892,,,1 лицо,tyutchev_f_kto_prav_iz_odnoj_biografii_1892.xml,,,NPRO NOUN,2,0,социально-психологический,идеологический,нравоописательный,,
"Тютчев, Федор Федорович",мужской,0,Беглец,The Fugitive,Роман из пограничной жизни,1,Отд. изд.,Санкт-Петербург,1902,,,3 лицо,tyutchev_f_beglez_1902.xml,,,NOUN,1,0,социально-психологический,приключенческий,идеологический,,
"Тютчев, Федор Федорович",мужской,0,На скалах и долинах Дагестана,On the Rocks and in the Valleys of Dagestan,Роман из времен борьбы с Шамилем за владычество на Кавказе,1,Отд. изд.,Санкт-Петербург,1903,,,3 лицо,tyutchev_f_na_skalakh_i_dolinakh_dagestana_1903.xml,,,PREP NOUN CONJ NOUN NOUN,5,0,исторический,этнографический,авантюрный,,
"Тютчев, Федор Федорович",мужской,0,Злая сила,An Evil Force,Роман из жизни на русской окраине,1,Отд. изд.,Санкт-Петербург,1907,,,3 лицо,tyutchev_f_zlaya_sila_1907.xml,,,ADJF NOUN,2,0,социально-психологический,идеологический,бытовой,,
"Тютчев, Федор Федорович",мужской,0,Увертюра или финал?,Overture or Finale?,,0,Военный сборник,,1916,,,3 лицо,,,,NOUN CONJ NOUN,3,0,,,,,
"Уманов-Каплуновский, Владимир Васильевич",мужской,0,Фарисеи,The Pharisees,роман,0,Русский вестник,,1904,психологический роман,дворяне,3 лицо,,психологический,психологический,NOUN,1,0,,,,,
"Ушаков, Василий Аполлонович",мужской,0,Киргиз-Кайсак,The Kirghiz-Kaisak,повесть,1,Отд. изд.,Москва,1830,социально-психологический,дворяне,3 лицо,,социально-психологический,социально-психологический,NOUN,1,0,,,,,
"Ушаков, Василий Аполлонович",мужской,0,Иона Фаддеевича,Iona Faddeyevich,правописательный и нравоучительный роман,0,Сын отечества,,1832,,,,,,,NOUN NOUN,2,0,,,,,
"Ушаков, Василий Аполлонович",мужской,0,Последний из князей Корсунских,The Last of the Korsunsky Princes,,1,Отд. изд.,Москва,1837,социально-психологический,дворяне,1 лицо,ushakov_v_poslednij_iz_knyazej_korsunskikh_1837.xml,социально-психологический,социально-психологический,ADJF PREP NOUN ADJF,4,0,социально-психологический,исторический,нравоописательный,,
"Фан-Дим, Федор",женский,1,Александрина,Alexandrina,"Небольшой роман, взятый из записок Юрия З.",0,Рус.беседа. Собрание сочинений русских литераторов,,1841,светский,дворяне,1 лицо,,светский,светский,NOUN,1,0,,,,,
