author,gender,pseudonym,title,title_en,subtitle,year_begin,source,sep_edition,city,genre,characters,narration,main_genre,general_genre,POS_title,title_length,canon_status,genre1,genre2,genre3,genre4,genre5
Грин Александр Степанович,мужской,1,Дорога никуда,The Road to Nowhere,роман,1930,Отд. Изд,1,М.,"философский, фантастический",,3 лицо,философский,философский,NOUN ADVB,2,0,,,,,
Мстиславский Сергей Дмитриевич,мужской,0,Без себя,Beside Oneself,?,1930,Отд. Изд.,1,"М., Л.",исторический,"военные, моряки",,исторический,исторический,PREP NPRO,2,0,,,,,
Тагеев Борис Леонидович,мужской,0,Жемчужина Японии,The Pearl of Japan,?,1930,Отд.изд.,1,М.;Л.,,,,,,NOUN NOUN,2,0,,,,,
Гольдберг Исаак Григорьевич,мужской,0,Поэма о фарфоровой чашке,A Poem about a Porcelain Cup,Роман,1930,Сибирские огни,1,Новосибирск,социально-психологический,рабочие,3 лицо,социально-психологический,социально-психологический,NOUN PREP ADJF NOUN,4,0,,,,,
Толстой Алексей Николаевич,мужской,0,Петр I,Peter the First,?,1930,Новый мир,0,,,,,,,NOUN NUMR,2,0,,,,,
Форш Ольга Дмитриевна,женский,0,Сумасшедший корабль,The Ship of Fools,?,1930,Звезда,0,,,,,,,ADJF NOUN,2,0,,,,,
Кондратьев Александр Алексеевич,мужской,0,На берегах Ярыни,On the Banks of the Yarynya,Роман,1930,Отд. изд.,1,Берлин,"демонологический, мистический",нечистая сила,3 лицо,демонологический,фантастический,PREP NOUN NOUN,3,0,,,,,
Ренников А.,мужской,1,Жизнь играет,Life Plays Its Game,роман,1930,Отд. изд.,1,Париж,исторический,эмигранты,,исторический,исторический,NOUN VERB,2,0,,,,,
Бебутова Ольга Михайловна,женский,0,Муки страсти,The Torments of Passion,роман,1930,Отд. Изд.,1,Рига,светский,,,светский,светский,NOUN NOUN,2,0,,,,,
Краснов Петр Николаевич,мужской,0,Подвиг,The Deed,Роман,1930,Отд. изд.,1,Париж,"социально-психологический,исторический",эмигранты,3 лицо,социально-психологический,социально-психологический,NOUN,1,0,,,,,
Краснов Петр Николаевич,мужской,0,Largo,Largo,Роман,1930,Отд. изд.,1,Париж,"исторический, любовный","военные, моряки",3 лицо,исторический,исторический,,1,0,,,,,
Романов Пантелеймон Сергеевич,мужской,0,Товарищ Кисляков (три пары шелковых чулок),Comrade Kislyakov (Three Pairs of Silk Stockings),Роман,1930,отд.изд.,1,Рига,сатиристический,"разночинцы, аристократия",3 лицо,сатирический,юмористический,NOUN NOUN NUMR NOUN ADJF NOUN,6,0,,,,,
Краснов Петр Николаевич,мужской,0,Екатерина Великая,Catherine the Great,Роман,1930,Отд. изд.,1,Париж,,,3 лицо,,,NOUN ADJF,2,0,,,,,
Бебутова Ольга Михайловна,женский,0,Пути к карьере,Paths to a Career,роман,1930,Отд. Изд.,1,Рига,светский,аристократия,,светский,светский,NOUN PREP NOUN,3,0,,,,,
Пастернак Борис Леонидович,мужской,0,Спекторский,Spektorsky,Роман,1931,Отд. изд.,1,Л.,историко-политический,крестьяне,1 лицо,исторический,исторический,ADJF,1,0,,,,,
Краснов Петр Николаевич,мужской,0,Выпашь,The Fallow,роман,1931,Отд. изд.,1,Париж,исторический,"военные, моряки",3 лицо,исторический,исторический,NOUN,1,0,,,,,
Липецкий Алексей Владимирович,мужской,0,Мельница в Карташове,The Mill in Kartashov,роман,1931,Моск. т-во писателей,1,М.,,,,,,NOUN PREP NOUN,3,0,,,,,
Толстой Алексей Николаевич,мужской,0,Эмигранты,The Emigrants,?,1931,Новый мир,0,,,,,,,NOUN,1,0,,,,,
Жилкин Иван Васильевич,мужской,0,Ганочка,Ganochka,роман с ключом,1931,Отд. изд.,1,М.,автобиографический,,,автобиографический,биографический,NOUN,1,0,,,,,
Минцлов Сергей Рудольфович,мужской,0,Орлиный взлет,The Eagle's Ascent,?,1931,отд.изд.,1,Рига,исторический,аристократия прошлого,3 лицо,исторический,исторический,ADJF NOUN,2,0,,,,,
Зайцев Борис Константинович,мужской,0,Жизнь Тургенева,The Life of Turgenev,романизир. биография,1932,Отд. изд.,1,Париж,историко-биографический,дворяне,3 лицо,исторический,исторический,NOUN NOUN,2,0,,,,,
